pert_iname	classes
meloxicam	thiazines|anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|thiazoles|sensory system agents|other nonsteroidal anti inflammatory agents|musculo skeletal system|cytochrome p 450 cyp3a4 substrates|cox 2 inhibitors|nephrotoxic agents|selective cyclooxygenase 2 inhibitors (nsaids)|analgesics|agents that produce hypertension|antiinflammatory and antirheumatic products, non steroids|anti inflammatory agents|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|oxicams|analgesics, non narcotic|antirheumatic agents|cytochrome p 450 cyp3a substrates|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|sulfur compounds|cytochrome p 450 cyp2c8 substrates|cyclooxygenase inhibitors
orciprenaline	agents producing tachycardia|anti asthmatic agents|adrenergic agents|catechols|agents to treat airway disease|tocolytic agents|amines|adrenergic beta 2 receptor agonists|agents that produce hypertension|neurotransmitter agents|sympathomimetics|phenols|adrenergic agonists|adrenergics, inhalants|adrenergic beta agonists|catecholamines|drugs for obstructive airway diseases|non selective beta adrenergic agonists|respiratory system agents|ethanolamines|peripheral nervous system agents|reproductive control agents|bronchodilator agents|adrenergics for systemic use|amino alcohols|autonomic agents|benzene derivatives|selective beta 2 adrenergic agonists|alcohols
propofol	hypnotics and sedatives|central nervous system agents|cytochrome p 450 cyp3a4 inhibitors (weak)|ugt1a1 inhibitors|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|anesthetics, general|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 cyp2b6 substrates|miscellaneous general anesthetics|cytochrome p 450 cyp2e1 inhibitors|hypotensive agents|agents that produce hypertension|p glycoprotein inducers|central nervous system depressants|qtc prolonging agents|nervous system|agents that reduce seizure threshold|phenols|cytochrome p 450 enzyme inhibitors|agents causing muscle toxicity|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|anesthetics|cytochrome p 450 cyp3a inhibitors|anesthetics, intravenous|cytochrome p 450 cyp1a2 inhibitors|potential qtc prolonging agents|ugt1a6 substrate|ugt1a9 substrates|cytochrome p 450 cyp2e1 inhibitors (strength unknown)|benzene derivatives|cytochrome p 450 cyp2c18 substrates|ugt1a1 substrates|cytochrome p 450 cyp2c8 substrates
acetazolamide	drugs causing inadvertant photosensitivity|thiazoles|thiadiazoles|antiglaucoma agents|central nervous system agents|ophthalmologicals|photosensitizing agents|anticonvulsants|central nervous system depressants|antiglaucoma preparations and miotics|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|cardiovascular agents|cytochrome p 450 enzyme inhibitors|sulfonamides|cytochrome p 450 cyp3a4 inhibitors|diuretics|natriuretic agents|enzyme inhibitors|oat1/slc22a6 inhibitors|cytochrome p 450 cyp3a inhibitors|gynecological antiinfectives and antiseptics|genito urinary system and sex hormones|sensory organs|sulfur compounds|carbonic anhydrase inhibitors
tadalafil	urological agents|drugs used in benign prostatic hypertrophy|drugs that are mainly renally excreted|phosphodiesterase inhibitors|carbolines|cytochrome p 450 cyp3a4 substrates|adrenergic antagonists|indoles|cardiovascular agents|pyridines|phosphodiesterase 5 inhibitors|urologicals|drugs used in erectile dysfunction|vasodilating agents|cytochrome p 450 substrates|enzyme inhibitors|antihypertensives for pulmonary arterial hypertension|heterocyclic compounds, fused ring|cytochrome p 450 cyp3a substrates|adrenergic alpha antagonists|antihypertensive agents|cytochrome p 450 cyp3a5 substrates|genito urinary system and sex hormones
carprofen	anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|sensory system agents|central nervous system agents|nephrotoxic agents|selective cyclooxygenase 2 inhibitors (nsaids)|indoles|photosensitizing agents|analgesics|agents that produce hypertension|anti inflammatory agents|oat1/slc22a6 inhibitors|analgesics, non narcotic|antirheumatic agents|heterocyclic compounds, fused ring|peripheral nervous system agents|radiation sensitizing agents|dermatologicals|agents causing hyperkalemia
disulfiram	acids, acyclic|central nervous system agents|acids|drugs used in addictive disorders|sulfides|hydrogen sulfide|cytochrome p 450 cyp3a4 substrates|antiparasitic products, insecticides and repellents|electrolytes|ions|anions|carbamates|acetyl aldehyde dehydrogenase inhibitors|cytochrome p 450 cyp2e1 inhibitors|qtc prolonging agents|thiocarbamates|drugs used in alcohol dependence|nervous system|agents that reduce seizure threshold|cytochrome p 450 enzyme inhibitors|aldehyde dehydrogenase inhibitor|cytochrome p 450 substrates|enzyme inhibitors|ectoparasiticides, incl. scabicides, insecticides and repellents|potential qtc prolonging agents|acids, noncarboxylic|gases|disulfides|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|sulfur containing products|cytochrome p 450 cyp2e1 inhibitors (strength unknown)|sulfur compounds|bsep/abcb11 substrates|ectoparasiticides, incl. scabicides|alcohol deterrents
diazepam	hypnotics and sedatives|muscle relaxants|central nervous system agents|tranquilizing agents|drugs that are mainly renally excreted|psycholeptics|adjuvants, anesthesia|benzodiazepine hypnotics and sedatives|cytochrome p 450 cyp3a4 substrates|p glycoprotein substrates|muscle relaxants, centrally acting agents|anesthetics, general|benzazepines|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 cyp2b6 substrates|cytochrome p 450 cyp2e1 inhibitors|anticonvulsants|central nervous system depressants|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|cytochrome p 450 cyp3a7 substrates|benzodiazepines and benzodiazepine derivatives|nervous system|cytochrome p 450 enzyme inhibitors|gaba modulators|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2c19 inhibitors (strength unknown)|cytochrome p 450 substrates|gaba agents|cytochrome p 450 cyp2c9 substrates|anesthetics|cytochrome p 450 cyp3a inhibitors|anesthetics, intravenous|heterocyclic compounds, fused ring|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|peripheral nervous system agents|psychotropic drugs|cytochrome p 450 cyp2e1 inhibitors (strength unknown)|autonomic agents|cytochrome p 450 cyp2c18 substrates|benzodiazepinones|cytochrome p 450 cyp2c8 substrates|anti anxiety agents
trifluoperazine	phenothiazines|drugs causing inadvertant photosensitivity|central nervous system agents|tranquilizing agents|adrenergic alpha 1 receptor antagonists|psycholeptics|p glycoprotein inhibitors|p glycoprotein substrates|adrenergic antagonists|photosensitizing agents|antipsychotic agents|agents that produce hypertension|central nervous system depressants|neurotransmitter agents|phenothiazines with piperazine structure|nervous system|antipsychotic agents (first generation [typical])|gastrointestinal agents|cytochrome p 450 substrates|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|neurotoxic agents|adrenergic alpha antagonists|peripheral nervous system agents|psychotropic drugs|dopamine agents|cytochrome p 450 cyp1a2 substrates|sulfur compounds|antiemetics|autonomic agents|dopamine antagonists|ugt1a4 substrates
phensuximide	nervous system|pyrrolidinones|anticonvulsants|central nervous system depressants|pyrrolidines|succinimide derivatives|imides
cefaclor	amides|nephrotoxic agents|thiazines|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|cephalosporins|heterocyclic compounds, fused ring|oat3/slc22a8 inhibitors|sulfur compounds|bsep/abcb11 substrates|drugs that are mainly renally excreted|beta lactams|second generation cephalosporins|anti infective agents|lactams|oat3/slc22a8 substrates
mifepristone	hormones, hormone substitutes, and hormone antagonists|hormone antagonists|cytochrome p 450 cyp2c8 inhibitors|adrenal cortex hormones|progestin antagonist|oatp1b3 inhibitors|contraceptives, postcoital|estranes|cytochrome p 450 cyp3a4 inducers|cytochrome p 450 cyp3a4 substrates|abortifacient agents|cytochrome p 450 cyp3a7 inhibitors (strength unknown)|fused ring compounds|hormonal contraceptives for systemic use|hypoglycemia associated agents|p glycoprotein inhibitors|contraceptives, oral, synthetic|p glycoprotein inducers|blood glucose lowering agents|sex hormones and modulators of the genital system|oatp1b1/slco1b1 inhibitors|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|progestational hormone receptor antagonists|cytochrome p 450 enzyme inhibitors|menstruation inducing agents|cytochrome p 450 cyp3a4 inhibitors|progesterone receptor modulators|contraceptives, oral|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|contraceptive agents, female|cytochrome p 450 substrates|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|cytochrome p 450 cyp3a inducers|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp3a7 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|cytochrome p 450 cyp3a4 inducers (strength unknown)|estrenes|cytochrome p 450 enzyme inducers|luteolytic agents|reproductive control agents|highest risk qtc prolonging agents|abortifacient agents, steroidal|steroids|genito urinary system and sex hormones|bsep/abcb11 substrates|cytochrome p 450 cyp2c9 inhibitors (moderate)
brompheniramine	agents producing tachycardia|histamine agents|photosensitizing agents|anticholinergic agents|cytochrome p 450 cyp2b6 substrates|central nervous system depressants|antihistamines for systemic use|neurotransmitter agents|substituted alkylamines|qtc prolonging agents|pyridines|anti allergic agents|cytochrome p 450 substrates|potential qtc prolonging agents|muscarinic antagonists|histamine antagonists|propylamine derivatives|histamine h1 antagonists
loperamide	cytochrome p 450 cyp3a4 inhibitors (strong)|cytochrome p 450 cyp3a4 substrates|bradycardia causing agents|p glycoprotein substrates|opioid agonist|cytochrome p 450 cyp2b6 substrates|antiarrhythmic agents|calcium channel blockers|antipropulsives|antidiarrheals, intestinal antiinflammatory/antiinfective agents|qtc prolonging agents|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|gastrointestinal agents|moderate risk qtc prolonging agents|cytochrome p 450 substrates|piperidines|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|agents causing hyperkalemia|alimentary tract and metabolism|antidiarrheals|cytochrome p 450 cyp2c8 substrates
clocortolone	hormones, hormone substitutes, and hormone antagonists|steroids, fluorinated|dermatologicals|anti inflammatory agents|adrenal cortex hormones|corticosteroids, dermatological preparations|corticosteroids, moderately potent (group ii)|hormones|pregnadienediols|pregnanes|corticosteroids|steroids|pregnadienes|immunosuppressive agents|fused ring compounds|corticosteroid hormone receptor agonists
tolazamide	drugs used in diabetes|alimentary tract and metabolism|sulfones|sulfonylureas|sulfur compounds|cytochrome p 450 substrates|drugs that are mainly renally excreted|blood glucose lowering agents|cytochrome p 450 cyp2c9 substrates|hypoglycemia associated agents
dobutamine	agents producing tachycardia|adrenergic agents|catechols|selective beta 1 adrenergic agonists|drugs that are mainly renally excreted|amines|adrenergic beta 2 receptor agonists|protective agents|agents that produce hypertension|adrenergic alpha 1 receptor agonists|neurotransmitter agents|cardiovascular agents|comt substrates|cardiac stimulants excl. cardiac glycosides|sympathomimetics|phenols|adrenergic agonists|adrenergic beta 1 receptor agonists|ethylamines|adrenergic alpha agonists|adrenergic beta agonists|catecholamines|compounds used in a research, industrial, or household setting|peripheral nervous system agents|sympathomimetic (adrenergic) agents|cardiotonic agents|adrenergic and dopaminergic agents|autonomic agents|cardiac therapy|benzene derivatives|phenethylamines
donepezil	parasympathomemetic (cholinergic) agents|muscle relaxants|psychoanaleptics|central nervous system agents|cytochrome p 450 cyp3a4 substrates|bradycardia causing agents|cholinesterase inhibitors|muscle relaxants, centrally acting agents|central nervous system depressants|indenes|neurotransmitter agents|bcrp/abcg2 substrates|qtc prolonging agents|nervous system|cholinergic agents|cytochrome p 450 substrates|piperidines|enzyme inhibitors|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|nootropic agents|anti dementia drugs|indans
nalbuphine	sensory system agents|central nervous system agents|opioids|opiate partial agonists|morphinans|mixed agonist / antagonist opioids|narcotics|serotonergic drugs shown to increase risk of serotonin syndrome|analgesics|central nervous system depressants|opiate alkaloids|nervous system|alkaloids|morphinan derivatives|opioid antagonists|semi synthetic opioids|heterocyclic compounds, fused ring|peripheral nervous system agents|phenanthrenes|opioid agonist/antagonist
clofazimine	cytochrome p 450 cyp2c8 inhibitors|drugs causing inadvertant photosensitivity|anti bacterial agents|bcrp/abcg2 inhibitors|leprostatic agents|p glycoprotein inhibitors|p glycoprotein substrates|photosensitizing agents|cytochrome p 450 cyp3a5 inhibitors|antimycobacterials|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|anti inflammatory agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|anti infective agents|cytochrome p 450 cyp3a inhibitors|drugs for treatment of lepra|potential qtc prolonging agents|phenazines|cytochrome p 450 cyp3a substrates|antiinfectives for systemic use|cytochrome p 450 cyp3a5 inhibitors (strength unknown)
fludroxycortide	hormones, hormone substitutes, and hormone antagonists|adrenal cortex hormones|pregnenediones|cytochrome p 450 cyp3a4 substrates|fused ring compounds|corticosteroids, potent (group iii)|corticosteroids|steroids, fluorinated|anti inflammatory agents|pregnanes|cytochrome p 450 substrates|immunosuppressive agents|corticosteroid hormone receptor agonists|cytochrome p 450 cyp3a substrates|dermatologicals|steroids|pregnenes|corticosteroids, dermatological preparations|hormones
flurandrenolide	hormones, hormone substitutes, and hormone antagonists|adrenal cortex hormones|pregnenediones|cytochrome p 450 cyp3a4 substrates|fused ring compounds|corticosteroids, potent (group iii)|corticosteroids|steroids, fluorinated|anti inflammatory agents|pregnanes|cytochrome p 450 substrates|immunosuppressive agents|corticosteroid hormone receptor agonists|cytochrome p 450 cyp3a substrates|dermatologicals|steroids|pregnenes|corticosteroids, dermatological preparations|hormones
