pert_iname	classes
imatinib	Imatinib Mesylate|Benzoates|Benzamides|Acids, Carbocyclic|Benzene Derivatives|Pharmacologic Actions|Protein Kinase Inhibitors|Hydrocarbons, Cyclic|Carboxylic Acids|Antineoplastic Agents|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Amides|Chemicals and Drugs Category|Piperazines|Pyrimidines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
venlafaxine	Lipids|Macrocyclic Compounds|Cyclohexanols|Psychotropic Drugs|Venlafaxine Hydrochloride|Neurotransmitter Uptake Inhibitors|Pharmacologic Actions|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Cyclohexanes|Ethylamines|Antidepressive Agents|Fatty Alcohols|Antidepressive Agents, Second-Generation|Phenethylamines|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Hexanols|Molecular Mechanisms of Pharmacological Action|Alcohols|Hydrocarbons|Membrane Transport Modulators|Cycloparaffins|Central Nervous System Agents|Polycyclic Compounds|Chemicals and Drugs Category|Amines|Serotonin and Noradrenaline Reuptake Inhibitors|Chemical Actions and Uses|Therapeutic Uses
ryanodine	Diterpenes|Heterocyclic Compounds|Organic Chemicals|Ryanodine|Azoles|Chemicals and Drugs Category|Pyrroles|Heterocyclic Compounds, 1-Ring|Hydrocarbons|Alkaloids|Terpenes
isoquercetin	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|isoquercitrin|Flavonoids|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Chromones|Flavonols|Heterocyclic Compounds, 1-Ring|Benzopyrans
ML-9	Heterocyclic Compounds|Pharmacologic Actions|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Azepines|Chemical Actions and Uses|ML 9|Enzyme Inhibitors
fluorometholone	Glucocorticoids|Steroids|Pregnadienediols|Pharmacologic Actions|Fluorometholone|Anti-Allergic Agents|Anti-Inflammatory Agents|Pregnanes|Hormones|Physiological Effects of Drugs|Steroids, Fluorinated|Adrenal Cortex Hormones|Pregnadienes|Hormones, Hormone Substitutes, and Hormone Antagonists|Polycyclic Compounds|Chemicals and Drugs Category|Fused-Ring Compounds|Chemical Actions and Uses|Therapeutic Uses
carbinoxamine	Heterocyclic Compounds|Histamine Antagonists|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Histamine Agents|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Histamine H1 Antagonists|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Pyridines|carbinoxamine
didanosine	Anti-Retroviral Agents|Nucleosides|Anti-Infective Agents|Noxae|Antimetabolites|Heterocyclic Compounds, Fused-Ring|Deoxyribonucleosides|Pharmacologic Actions|Nucleic Acid Synthesis Inhibitors|Glycosides|Reverse Transcriptase Inhibitors|Inosine|Enzyme Inhibitors|Heterocyclic Compounds|Dideoxynucleosides|Nucleic Acids, Nucleotides, and Nucleosides|Anti-HIV Agents|Molecular Mechanisms of Pharmacological Action|Ribonucleosides|Heterocyclic Compounds, 2-Ring|Purines|Antiviral Agents|Toxic Actions|Didanosine|Chemicals and Drugs Category|Purine Nucleosides|Carbohydrates|Chemical Actions and Uses|Therapeutic Uses
mesulergine	Ergot Alkaloids|Heterocyclic Compounds, Fused-Ring|Antiparkinson Agents|Serotonin Antagonists|Pharmacologic Actions|Dopamine Agents|Dopamine Agonists|Heterocyclic Compounds, 4 or More Rings|Heterocyclic Compounds|mesulergine|Anti-Dyskinesia Agents|Neurotransmitter Agents|Ergolines|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Central Nervous System Agents|Chemicals and Drugs Category|Chemical Actions and Uses|Alkaloids|Therapeutic Uses
salmeterol	Adrenergic beta-Agonists|Anti-Infective Agents|Anti-Asthmatic Agents|Autonomic Agents|Adrenergic Agents|Adrenergic beta-2 Receptor Agonists|Pharmacologic Actions|Respiratory System Agents|Ethylamines|Central Nervous System Depressants|Bronchodilator Agents|Anti-Infective Agents, Local|Phenethylamines|Organic Chemicals|Solvents|Ethanol|Neurotransmitter Agents|Reproductive Control Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Alcohols|Peripheral Nervous System Agents|Adrenergic Agonists|Central Nervous System Agents|Amino Alcohols|Salmeterol Xinafoate|Tocolytic Agents|Ethanolamines|Chemicals and Drugs Category|Albuterol|Amines|Specialty Uses of Chemicals|Chemical Actions and Uses|Therapeutic Uses
SB-525334	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Quinoxalines|Imidazoles|6-(2-tert-butyl-5-(6-methylpyridin-2-yl)-1H-imidazol-4-yl)quinoxaline|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring
chelidonine	Heterocyclic Compounds|chelidonine|Phenanthridines|Benzophenanthridines|Chemicals and Drugs Category|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Alkaloids|Heterocyclic Compounds, 4 or More Rings
rimexolone	Hormones|Pharmacologic Actions|Glucocorticoids|Steroids|rimexolone|Polycyclic Compounds|Physiological Effects of Drugs|Chemicals and Drugs Category|Adrenal Cortex Hormones|Fused-Ring Compounds|Pregnadienes|Pregnanes|Chemical Actions and Uses|Hormones, Hormone Substitutes, and Hormone Antagonists
crizotinib	Heterocyclic Compounds|Organic Chemicals|Pharmacologic Actions|Protein Kinase Inhibitors|Chemicals and Drugs Category|Amines|Crizotinib|Molecular Mechanisms of Pharmacological Action|Antineoplastic Agents|Piperidines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Pyridines|Enzyme Inhibitors|Therapeutic Uses|Aminopyridines
mead-acid	Inflammation Mediators|Fatty Acids|Lipids|Fatty Acids, Unsaturated|mead acid|Chemicals and Drugs Category|Autacoids|Eicosanoids|Biological Factors
AM-92016	AM 92016|Anti-Infective Agents|Pharmacologic Actions|Central Nervous System Depressants|Anti-Infective Agents, Local|Organic Chemicals|Solvents|Ethanol|Physiological Effects of Drugs|Alcohols|Central Nervous System Agents|Amino Alcohols|Chemicals and Drugs Category|Ethanolamines|Amines|Specialty Uses of Chemicals|Chemical Actions and Uses|Therapeutic Uses
IAA-94	Lipids|Fatty Acids|Pharmacologic Actions|Glycolates|Acids, Acyclic|Acetates|Antirheumatic Agents|MK 473|Carboxylic Acids|Renal Agents|Organic Chemicals|Physiological Effects of Drugs|Hydroxy Acids|Cardiovascular Agents|Fatty Acids, Volatile|Diuretics|Uricosuric Agents|Natriuretic Agents|Chemicals and Drugs Category|Chemical Actions and Uses|Gout Suppressants|Therapeutic Uses
bromocriptine	Ergot Alkaloids|Hormone Antagonists|Heterocyclic Compounds, Fused-Ring|Antiparkinson Agents|Pharmacologic Actions|Dopamine Agents|Dopamine Agonists|Heterocyclic Compounds, 4 or More Rings|Heterocyclic Compounds|Anti-Dyskinesia Agents|Neurotransmitter Agents|Ergolines|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Bromocriptine|Hormones, Hormone Substitutes, and Hormone Antagonists|Ergotamines|Central Nervous System Agents|Chemicals and Drugs Category|Chemical Actions and Uses|Alkaloids|Therapeutic Uses
tropisetron	Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Serotonin Antagonists|Pharmacologic Actions|Antiemetics|Heterocyclic Compounds|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Peripheral Nervous System Agents|Serotonin 5-HT3 Receptor Antagonists|Heterocyclic Compounds, 2-Ring|Indoles|Central Nervous System Agents|Gastrointestinal Agents|Tropisetron|Chemicals and Drugs Category|Chemical Actions and Uses|Therapeutic Uses
GSK-1904529A	Heterocyclic Compounds|Imidazoles|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring|GSK1904529A|Pyridines
streptozotocin	Antibiotics, Antineoplastic|Amides|Pharmacologic Actions|Organic Chemicals|Streptozocin|Nitrosourea Compounds|Glycosides|Nitroso Compounds|Aminoglycosides|Chemicals and Drugs Category|Urea|Antineoplastic Agents|Carbohydrates|Chemical Actions and Uses|Therapeutic Uses
nicotine	Nicotine|Autonomic Agents|Cholinergic Agents|Pharmacologic Actions|Cholinergic Agonists|Heterocyclic Compounds|Neurotransmitter Agents|Physiological Effects of Drugs|Nicotinic Agonists|Molecular Mechanisms of Pharmacological Action|Pyridines|Smoking Cessation Agents|Peripheral Nervous System Agents|Solanaceous Alkaloids|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Alkaloids|Ganglionic Stimulants|Therapeutic Uses
withaferin-a	Cholestenes|Lipids|Steroids|Phytosterols|Ergosterol|Pharmacologic Actions|Food|Nutrients|Phenomena and Processes Category|Membrane Lipids|Physiological Effects of Drugs|Sterols|Physiological Phenomena|Biological Factors|Vitamins|Provitamins|Polycyclic Compounds|Chemicals and Drugs Category|Phytochemicals|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Withanolides|Fused-Ring Compounds|Cholestanes|Chemical Actions and Uses|Micronutrients|withaferin A|Food and Beverages
enobosarm	Organic Chemicals|Aniline Compounds|ostarine|Chemicals and Drugs Category|Anilides|Amines|Amides
TAK-715	Benzoates|Benzamides|Inorganic Chemicals|Acids, Carbocyclic|N-(4-(2-ethyl-4-(3-methylphenyl)-1,3-thiazol-5-yl)-2-pyridyl)benzamide|Benzene Derivatives|Sulfur Compounds|Hydrocarbons, Cyclic|Carboxylic Acids|Thiazoles|Heterocyclic Compounds|Organic Chemicals|Azoles|Hydrocarbons|Amides|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Hydrocarbons, Aromatic
ENMD-2076	Heterocyclic Compounds|Chemicals and Drugs Category|Azoles|Pyrimidines|Heterocyclic Compounds, 1-Ring|ENMD 2076|Pyrazoles
Ro-28-1675	Heterocyclic Compounds|Organic Chemicals|Sulfur Compounds|RO-28-0450|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring|Thiazoles|Inorganic Chemicals
PF-562271	Organic Chemicals|Heterocyclic Compounds, 2-Ring|Sulfonamides|Sulfur Compounds|Indoles|Sulfones|N-methyl-N-(3-((2-(2-oxo-2,3-dihydro-1H-indol-5-ylamino)-5-trifluoromethyl-pyrimidin-4-ylamino)-methyl)-pyridin-2-yl)-methanesulfonamide|Chemicals and Drugs Category|Amides|Heterocyclic Compounds|Heterocyclic Compounds, Fused-Ring|Inorganic Chemicals
disulfiram	Gases|Ions|Disulfides|Anti-Infective Agents|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Acetaldehyde Dehydrogenase Inhibitors|Acids, Acyclic|Environmental Pollutants|Carbamates|Carboxylic Acids|Adjuvants, Immunologic|Electrolytes|Enzyme Inhibitors|Organic Chemicals|Acids|Acids, Noncarboxylic|Chelating Agents|Neurotransmitter Agents|Physiological Effects of Drugs|Gasotransmitters|Thiocarbamates|Molecular Mechanisms of Pharmacological Action|Immunologic Factors|Sequestering Agents|Ditiocarb|Hydrogen Sulfide|Antiviral Agents|Toxic Actions|Disulfiram|Central Nervous System Agents|Chemicals and Drugs Category|Specialty Uses of Chemicals|Anions|Chemical Actions and Uses|Therapeutic Uses|Sulfides|Air Pollutants|Alcohol Deterrents
narciclasine	Heterocyclic Compounds|Phenanthridines|narciclasine|Chemicals and Drugs Category|Amaryllidaceae Alkaloids|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Alkaloids
zibotentan	Heterocyclic Compounds|Pyrrolidines|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring
ketorolac	Indomethacin|Heterocyclic Compounds, Fused-Ring|Pharmacologic Actions|Antirheumatic Agents|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Heterocyclic Compounds|Ketorolac|Cyclooxygenase Inhibitors|Anti-Inflammatory Agents, Non-Steroidal|Reproductive Control Agents|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Heterocyclic Compounds, 2-Ring|Indoles|Central Nervous System Agents|Chemicals and Drugs Category|Tocolytic Agents|Sensory System Agents|Chemical Actions and Uses|Gout Suppressants|Therapeutic Uses
lobaric-acid	Lactones|Benzoates|lobaric acid|Acids, Carbocyclic|Pharmacologic Actions|Benzene Derivatives|Antirheumatic Agents|Hydrocarbons, Cyclic|Carboxylic Acids|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Organic Chemicals|Anti-Inflammatory Agents, Non-Steroidal|Cyclooxygenase Inhibitors|Physiological Effects of Drugs|Hydroxy Acids|Salicylates|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Hydroxybenzoates|Phenols|Central Nervous System Agents|Chemicals and Drugs Category|Sensory System Agents|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
nicergoline	Nootropic Agents|Ergot Alkaloids|Adrenergic Antagonists|Heterocyclic Compounds, Fused-Ring|Adrenergic Agents|Pharmacologic Actions|Heterocyclic Compounds, 4 or More Rings|Heterocyclic Compounds|Neurotransmitter Agents|Ergolines|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Vasodilator Agents|Adrenergic alpha-Antagonists|Central Nervous System Agents|Chemicals and Drugs Category|Chemical Actions and Uses|Alkaloids|Nicergoline|Therapeutic Uses
UNC-0321	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|7-(2-(2-(dimethylamino)ethoxy)ethoxy)-6-methoxy-2-(4-methyl-1,4-diazepan-1-yl)-N-(1-methylpiperidin-4-yl)quinazolin-4-amine|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Azepines|Quinazolines
prochlorperazine	Antipsychotic Agents|Psychotropic Drugs|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Dopamine Antagonists|Central Nervous System Depressants|Dopamine Agents|Antiemetics|Heterocyclic Compounds|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Prochlorperazine|Molecular Mechanisms of Pharmacological Action|Peripheral Nervous System Agents|Central Nervous System Agents|Gastrointestinal Agents|Chemicals and Drugs Category|Tranquilizing Agents|Chemical Actions and Uses|Therapeutic Uses|Phenothiazines
daphnetin	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Umbelliferones|Chemicals and Drugs Category|daphnetin|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Coumarins|Benzopyrans
deoxycholic-acid	Pharmacologic Actions|Cholic Acids|Steroids|Polycyclic Compounds|Gastrointestinal Agents|Chemicals and Drugs Category|Fused-Ring Compounds|Deoxycholic Acid|Chemical Actions and Uses|Cholagogues and Choleretics|Bile Acids and Salts|Cholanes|Therapeutic Uses
marbofloxacin	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Nucleic Acid Synthesis Inhibitors|Anti-Bacterial Agents|Anti-Infective Agents|marbofloxacin|Chemicals and Drugs Category|Fluoroquinolones|Molecular Mechanisms of Pharmacological Action|Pharmacologic Actions|Quinolones|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Quinolines|Therapeutic Uses|Enzyme Inhibitors
olvanil	Polyunsaturated Alkamides|Lipids|Fatty Acids|Hydrocarbons, Acyclic|Pharmacologic Actions|Benzene Derivatives|Fatty Acids, Unsaturated|Antirheumatic Agents|Hydrocarbons, Cyclic|olvanil|Fatty Acids, Monounsaturated|Anti-Inflammatory Agents|Analgesics|Heterocyclic Compounds|Organic Chemicals|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Alkenes|Alkynes|Hydrocarbons|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Amides|Catechols|Phenols|Solanaceous Alkaloids|Central Nervous System Agents|Chemicals and Drugs Category|Sensory System Agents|Chemical Actions and Uses|Hydrocarbons, Aromatic|Alkaloids|Therapeutic Uses
mestinon	Heterocyclic Compounds|Pharmacologic Actions|Cholinergic Agents|Neurotransmitter Agents|Pyridinium Compounds|Physiological Effects of Drugs|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Pyridostigmine Bromide|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Pyridines|Cholinesterase Inhibitors|Enzyme Inhibitors
cyclopamine	Heterocyclic Compounds|Antihypertensive Agents|cyclopamine|Chemicals and Drugs Category|Cardiovascular Agents|Veratrum Alkaloids|Pharmacologic Actions|Chemical Actions and Uses|Alkaloids|Therapeutic Uses
FR-180204	Heterocyclic Compounds|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring|Pyrazoles|FR 180204|Pyridazines
dovitinib	Heterocyclic Compounds|4-amino-5-fluoro-3-(5-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl)quinolin-2(1H)-one|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Quinolones|Heterocyclic Compounds, Fused-Ring|Benzimidazoles|Quinolines
D-4476	Acids, Carbocyclic|Organic Chemicals|Benzene Derivatives|Imidazoles|4-(4-(2,3-dihydrobenzo(1,4)dioxin-6-yl)-5-pyridin-2-yl-1H-imidazol-2-yl)benzamide|Azoles|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Carboxylic Acids|Benzoates|Amides|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Hydrocarbons|Hydrocarbons, Aromatic|Benzamides
L-690488	Organic Chemicals|Pharmacologic Actions|Organophosphorus Compounds|L 690488|Physiological Effects of Drugs|Chemicals and Drugs Category|Organophosphonates|Diphosphonates|Chemical Actions and Uses|Bone Density Conservation Agents
buddleoflavonoloside	Chemicals and Drugs Category|Carbohydrates|Glycosides
picrotoxin	Lactones|Macrocyclic Compounds|Antidotes|Picrotoxin|Pharmacologic Actions|Hydrocarbons, Alicyclic|Central Nervous System Stimulants|Hydrocarbons, Cyclic|Cyclohexanes|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Protective Agents|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|GABA Agents|Cycloparaffins|Central Nervous System Agents|Polycyclic Compounds|GABA Antagonists|Chemicals and Drugs Category|Specialty Uses of Chemicals|Chemical Actions and Uses|Convulsants|Therapeutic Uses
acitretin	Macrocyclic Compounds|Pigments, Biological|Antioxidants|Dermatologic Agents|Hydrocarbons, Acyclic|Pharmacologic Actions|Cyclohexenes|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Cyclohexanes|Organic Chemicals|Physiological Effects of Drugs|Alkenes|Protective Agents|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Biological Factors|Keratolytic Agents|Cycloparaffins|Polycyclic Compounds|Chemicals and Drugs Category|Retinoids|Carotenoids|Specialty Uses of Chemicals|Polyenes|Chemical Actions and Uses|Acitretin|Terpenes|Therapeutic Uses
ethoprop	Organophosphates|Organic Chemicals|Sulfur Compounds|Organothiophosphates|ethoprop|Chemicals and Drugs Category|Organothiophosphorus Compounds|Organophosphorus Compounds|Inorganic Chemicals
ebelactone-b	Chemicals and Drugs Category|Lactones|Organic Chemicals
valdecoxib	Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Isoxazoles|Antirheumatic Agents|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Anti-Inflammatory Agents, Non-Steroidal|Cyclooxygenase Inhibitors|Sulfones|Physiological Effects of Drugs|Azoles|Molecular Mechanisms of Pharmacological Action|Cyclooxygenase 2 Inhibitors|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Sulfonamides|Amides|Central Nervous System Agents|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|valdecoxib|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
PD-169316	Heterocyclic Compounds|Pharmacologic Actions|Imidazoles|Chemicals and Drugs Category|Azoles|2-(4-nitrophenyl)-4-(4-fluorophenyl)-5-(4-pyridinyl)-1H-imidazole|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Enzyme Inhibitors
